318	51	118800
331	51	198000
356	51	178000
374	51	27400
410	51	71200
417	51	176700
304	50	81500
342	50	98400
353	50	90900
321	49	87500
347	49	125100
362	49	149600
365	49	65400
378	49	87700
327	48	244300
376	48	77100
407	48	89200
408	48	92700
443	48	59000
313	47	146700
329	47	108500
335	47	136700
338	47	128400
370	47	78100
412	47	76900
436	47	125800
438	47	74000
453	47	65500
457	47	92000
392	46	110700
393	46	185900
396	46	138900
414	46	76000
416	46	52900
305	45	135200
330	45	139700
367	45	88900
381	45	113100
444	45	135400
354	44	83700
380	44	141700
398	44	104000
401	44	54100
405	44	140900
406	44	73400
423	44	73400
487	44	115000
502	44	178600
341	43	62600
351	43	175200
382	43	216100
402	43	115100
445	43	121000
450	43	117600
460	43	196900
375	42	86200
400	42	54900
409	42	109500
340	41	129100
359	41	37000
379	41	143400
390	41	143400
440	41	50900
463	41	31700
472	41	191500
309	40	52100
328	40	35200
339	40	23200
348	40	78600
357	40	55300
360	40	48700
371	40	42000
385	40	88400
389	40	35600
403	40	48500
434	40	81500
514	40	172000
316	39	76100
361	39	134400
377	39	75000
391	39	106200
399	39	55700
415	39	49300
428	39	79800
432	39	71800
509	39	20200
337	38	93000
413	38	33200
426	38	143900
448	38	87300
458	38	126400
366	37	40800
386	37	76700
388	37	108600
411	37	67600
418	37	47100
424	37	21600
449	37	147400
452	37	73700
454	37	166900
462	37	19800
471	37	31000
490	37	221600
505	37	17500
542	37	51900
557	37	116700
567	37	23300
427	36	143500
430	36	53300
451	36	105100
473	36	68400
497	36	60600
512	36	94500
526	36	103700
529	36	75100
568	36	187400
350	35	52800
368	35	157600
420	35	20800
425	35	167200
431	35	26600
447	35	123400
469	35	173300
470	35	102500
481	35	55100
495	35	44300
596	35	75100
618	35	59800
397	34	75400
419	34	177500
421	34	15000
429	34	34600
437	34	69400
496	34	21000
498	34	67600
541	34	35400
565	34	159100
576	34	52500
355	33	76900
387	33	18300
395	33	32900
483	33	50800
484	33	129900
558	33	97500
563	33	88000
571	33	114700
595	33	136000
394	32	113700
404	32	17000
439	32	37300
455	32	42900
459	32	16400
474	32	27600
476	32	111600
480	32	19000
482	32	175100
489	32	54500
499	32	89400
506	32	217200
522	32	75400
523	32	17000
528	32	69100
537	32	14900
543	32	17200
555	32	73100
573	32	18000
579	32	103500
640	32	90700
641	32	72500
730	32	68300
737	32	81400
358	31	138300
433	31	89600
441	31	16800
492	31	89500
504	31	12900
508	31	64700
536	31	52600
545	31	15800
550	31	141200
556	31	81200
588	31	38800
630	31	132300
639	31	37200
651	31	19700
671	31	96200
456	30	16000
468	30	45900
486	30	68300
493	30	128600
494	30	50300
534	30	77100
560	30	43900
562	30	56700
577	30	48100
594	30	40400
602	30	80800
442	29	95900
461	29	17100
465	29	208800
475	29	17800
511	29	48000
513	29	16400
519	29	14900
525	29	41400
539	29	50500
633	29	76500
660	29	62200
422	28	132700
479	28	115200
491	28	15100
517	28	46200
524	28	14300
532	28	171000
533	28	83700
535	28	103700
570	28	108600
605	28	65600
606	28	50600
610	28	62600
637	28	101300
646	28	15800
680	28	119200
719	28	62800
435	27	63500
446	27	162300
478	27	95700
500	27	35900
501	27	64200
515	27	15300
516	27	52600
518	27	66400
547	27	126600
581	27	68700
586	27	17300
614	27	16100
634	27	107700
656	27	35100
663	27	65400
668	27	28700
676	27	32400
682	27	126700
697	27	32000
709	27	81600
488	26	76500
503	26	38000
510	26	83900
530	26	67700
548	26	91700
551	26	66700
554	26	15800
580	26	14300
583	26	38700
587	26	31500
609	26	58900
622	26	145300
624	26	29500
626	26	13300
627	26	29600
631	26	13500
655	26	38500
667	26	103000
693	26	61900
722	26	75400
725	26	15300
746	26	131100
751	26	66600
775	26	155700
821	26	24100
466	25	104000
531	25	44600
538	25	68500
546	25	34300
575	25	64500
578	25	18200
584	25	30000
590	25	49400
617	25	118200
620	25	117100
638	25	41400
642	25	71800
723	25	62300
769	25	65000
776	25	140900
544	24	71800
553	24	13000
572	24	80800
585	24	112200
608	24	33700
625	24	71400
666	24	11100
669	24	91700
677	24	54200
684	24	12500
691	24	42500
696	24	14100
706	24	82400
741	24	51500
753	24	84500
818	24	14700
1000	24	47500
467	23	35400
521	23	24600
559	23	37200
561	23	32800
597	23	23600
615	23	12200
629	23	11000
647	23	146900
658	23	64900
687	23	139400
712	23	76500
744	23	161000
754	23	50700
764	23	48400
793	23	59900
802	23	49600
820	23	52000
477	22	168600
485	22	10900
552	22	119200
564	22	29600
589	22	11800
591	22	12000
601	22	59300
604	22	11900
612	22	31500
635	22	53300
648	22	58100
653	22	59300
665	22	10000
690	22	90200
701	22	48000
710	22	127500
711	22	71900
731	22	11200
773	22	42300
789	22	56900
796	22	53000
808	22	29400
811	22	174200
819	22	83800
826	22	37500
988	22	82300
464	21	117400
527	21	12600
569	21	121200
574	21	11900
582	21	33000
593	21	60300
598	21	60100
611	21	12100
619	21	95100
632	21	53700
636	21	140200
650	21	10800
652	21	10400
670	21	152300
703	21	34500
705	21	43400
721	21	13600
728	21	62200
755	21	119800
760	21	119700
772	21	28300
788	21	56800
791	21	120500
805	21	10200
812	21	9500
814	21	9600
870	21	125500
876	21	85600
924	21	59000
949	21	28400
507	20	76100
520	20	12400
592	20	8100
613	20	27600
621	20	63900
623	20	55600
657	20	53000
661	20	58300
662	20	9400
664	20	39400
679	20	11000
694	20	51500
735	20	49700
762	20	58100
763	20	23900
790	20	9500
799	20	30000
840	20	53100
843	20	89900
847	20	58100
850	20	12000
854	20	99600
858	20	69300
864	20	48200
961	20	11200
540	19	105800
600	19	75000
607	19	28800
649	19	53100
654	19	61400
674	19	38700
698	19	105300
699	19	79800
704	19	21100
708	19	99600
715	19	9700
716	19	92600
720	19	11700
724	19	96300
740	19	13300
742	19	9500
748	19	10300
749	19	12700
783	19	11500
785	19	46000
795	19	50900
803	19	45100
804	19	100300
815	19	35500
824	19	146400
828	19	9700
836	19	23300
844	19	8200
863	19	10300
894	19	60500
903	19	29100
908	19	10300
910	19	31900
911	19	46300
929	19	62400
990	19	7800
992	19	38400
549	18	75300
599	18	12000
644	18	11000
645	18	11500
659	18	31800
678	18	38500
685	18	10000
686	18	56700
718	18	81400
729	18	10700
732	18	9600
784	18	10700
787	18	24600
807	18	48100
830	18	31600
834	18	60700
838	18	87500
849	18	12400
861	18	10700
888	18	60700
905	18	87900
906	18	63200
907	18	50200
915	18	51300
918	18	35400
925	18	52000
932	18	36300
933	18	30000
936	18	52900
944	18	56800
962	18	10900
968	18	43100
986	18	36900
616	17	10300
695	17	113100
707	17	68600
714	17	46200
726	17	9300
733	17	10100
734	17	45400
739	17	71000
761	17	9800
765	17	57400
780	17	76400
794	17	58200
797	17	8100
809	17	8700
825	17	10200
831	17	7400
832	17	89800
833	17	8500
862	17	24200
874	17	57000
880	17	122700
919	17	66900
922	17	35300
928	17	47000
959	17	8800
964	17	62400
981	17	50900
982	17	18300
989	17	9600
566	16	11600
603	16	46900
628	16	38800
673	16	8500
688	16	10300
692	16	44500
702	16	7500
717	16	10800
738	16	26300
743	16	28200
752	16	27500
756	16	62300
768	16	51300
770	16	52500
774	16	58700
777	16	25700
798	16	10200
810	16	36000
822	16	64300
842	16	32900
851	16	86600
852	16	50700
875	16	7600
878	16	36000
879	16	62700
885	16	46600
901	16	83900
917	16	38900
935	16	10500
937	16	6100
947	16	18200
955	16	8400
957	16	65200
966	16	39100
993	16	9800
995	16	22100
681	15	6000
683	15	6200
700	15	6800
713	15	8900
736	15	19200
747	15	10100
750	15	52300
758	15	61000
759	15	67200
771	15	71200
778	15	45400
781	15	7900
786	15	7100
806	15	82800
817	15	5700
841	15	8900
865	15	8200
873	15	9600
890	15	9400
896	15	8500
920	15	51800
923	15	7800
939	15	9000
941	15	8900
942	15	7300
954	15	71900
963	15	9700
976	15	94400
978	15	8700
983	15	43900
984	15	45600
987	15	37800
991	15	29700
999	15	7900
672	14	8500
689	14	7500
727	14	117400
767	14	68900
801	14	6600
816	14	73100
827	14	18100
829	14	22500
848	14	7700
855	14	54000
859	14	8600
866	14	8500
868	14	7500
869	14	7000
877	14	8400
882	14	6400
886	14	7500
889	14	54000
891	14	77900
895	14	5300
900	14	6200
902	14	6800
926	14	8500
931	14	7300
950	14	9100
951	14	63900
958	14	36000
979	14	8100
643	13	20700
745	13	5700
845	13	5200
853	13	8600
857	13	60100
867	13	5100
904	13	29700
912	13	49200
921	13	18400
952	13	7700
953	13	54200
972	13	66100
973	13	26100
974	13	58500
675	12	43100
792	12	5500
800	12	98700
846	12	6400
860	12	34600
881	12	53200
887	12	39600
892	12	45500
893	12	4500
930	12	60600
934	12	44400
940	12	5900
943	12	26500
996	12	42100
997	12	22500
998	12	4700
779	11	5900
813	11	54200
835	11	47600
839	11	6700
856	11	66100
884	11	5800
897	11	61000
909	11	32200
913	11	22200
946	11	29700
960	11	6400
967	11	6300
970	11	5400
975	11	7000
985	11	6300
872	10	60200
898	10	6300
916	10	3800
938	10	6200
945	10	48700
971	10	94100
994	10	6700
782	9	72500
871	9	44400
914	9	4100
956	9	5800
965	9	5000
977	9	3400
757	8	23900
837	8	41300
883	8	46200
899	8	5600
948	8	4100
980	8	74400
766	7	3900
823	7	3400
927	7	4000
969	6	3200
